ingredients,labels
"CONCORD GRAPE, GRAPE APPLE, PEAR, AND CHERRY JUICES FROM CONCENTRATE (FILTERED WATER CONCORD GRAPE, GRAPE, APPLE, PEAR, AND CHERRY JUICE CONCENTRATES), CITRIC ACID (FOR TARTNESS), NATURAL FLAVOR, VEGETABLE JUICE (FOR COLOR), ASCORBIC ACID (VITAMIN C), MALIC ACID.","CONCORD GRAPE, GRAPE APPLE, PEAR, FILTERED WATER CONCORD GRAPE, GRAPE, APPLE, PEAR, CHERRY JUICE CONCENTRATES, CITRIC ACID, NATURAL FLAVOR, VEGETABLE JUICE, ASCORBIC ACID, MALIC ACID"
"HIGH FRUCTOSE CORN SYRUP, SWEETENED CONDENSED SKIM MILK (STMILK, SUGAR, CORN SYRUP), BUTTER (CREAM, SALT),COCOA PROCESSED WITH ALKALL, WATER, CHOCOLATE LIQUOR, SUGAR, POTASSIUM SORBATE & SODIUM BENZOATE AS PRESERVATIVES, DISODIUM PHOSPHATE, MONO & DIGLYCERIDES (VEGETABLE), SALT, XANTHAN GUM, CITRIC ACID, ARTIFICIAL FLAVOR.","HIGH FRUCTOSE CORN SYRUP, STMILK, SUGAR, CORN SYRUP, CREAM, SALT,COCOA PROCESSED WITH ALKALL, WATER, CHOCOLATE LIQUOR, SUGAR, POTASSIUM SORBATE, SODIUM BENZOATE, DISODIUM PHOSPHATE, MONO & DIGLYCERIDES, SALT, XANTHAN GUM, CITRIC ACID, ARTIFICIAL FLAVOR"
"WATER, ANCHO CHILI PEPPER, SALT, ROASTED ONION PUREE, CHIPOTLE PEPPERS, TOMATO PASTE, GARLIC, APPLE CIDER VINEGAR, LEMON JUICE CONCENTRATE, CANOLA OIL, YEAST EXTRACT, ONION, MODIFIED CORN STARCH, SUGAR, BLACK PEPPER, CUMIN, OREGANO, NATURAL FLAVOR, BAY LEAF.","WATER, ANCHO CHILI PEPPER, SALT, ROASTED ONION PUREE, CHIPOTLE PEPPERS, TOMATO PASTE, GARLIC, APPLE CIDER VINEGAR, LEMON JUICE CONCENTRATE, CANOLA OIL, YEAST EXTRACT, ONION, MODIFIED CORN STARCH, SUGAR, BLACK PEPPER, CUMIN, OREGANO, NATURAL FLAVOR, BAY LEAF"
"MALTITOL, SUNFLOWER OIL, SKIM MILK, WHEY PROTEIN CONCENTRATE, COCOA BUTTER, COCONUT OIL, SUNFLOWER LECITHIN, NATURAL FLAVOR.","MALTITOL, SUNFLOWER OIL, SKIM MILK, WHEY PROTEIN CONCENTRATE, COCOA BUTTER, COCONUT OIL, SUNFLOWER LECITHIN, NATURAL FLAVOR"
"INGREDIENTS: SAUTEED LOBSTER AND NATURAL LOBSTER STOCK, SALT, MONOSODIUM GLUTAMATE, CORN STARCH, TOMATO PASTE, BUTTER (CREAM, LACTIC ACID), CORN OIL, LOBSTER TOMALLEY, WATER, 2% OR LESS OF ONION POWDER, PAPRIKA, MODIFIED CORNSTARCH, SUGAR, DRIED GARLIC, NATURAL FLAVORS, SPICES.","SAUTEED LOBSTER,NATURAL LOBSTER STOCK, SALT, MONOSODIUM GLUTAMATE, CORN STARCH, TOMATO PASTE, CREAM, LACTIC ACID, CORN OIL, LOBSTER TOMALLEY, WATER, ONION POWDER, PAPRIKA, MODIFIED CORNSTARCH, SUGAR, DRIED GARLIC, NATURAL FLAVORS, SPICES"
"ROASTED ALMONDS, ROASTED PEPITAS, PECANS, DRIED CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ANNATTO [VEGETABLE COLOR], ENZYMES), ROASTED MACADAMIA NUTS, MCT OIL (FROM COCONUT AND/OR PALM), MICROENCAPSULATED PROBIOTIC LACTOBACILLUS RHAMNOSUS GG.","ROASTED ALMONDS, ROASTED PEPITAS, PECANS, PASTEURIZED MILK, CHEESE CULTURE, SALT, ANNATTO, ENZYMES, ROASTED MACADAMIA NUTS, MCT OIL, MICROENCAPSULATED PROBIOTIC LACTOBACILLUS RHAMNOSUS GG"
"ORGANIC BREWED BLACK TEA (PURIFIED WATER ORGANIC BLACK TEA*), ORGANIC NATURAL FLAVORS, CITRIC ACID, ORGANIC STEVIA LEAF EXTRACT.","PURIFIED WATER ORGANIC BLACK TEA, ORGANIC NATURAL FLAVORS, CITRIC ACID, ORGANIC STEVIA LEAF EXTRACT"
"WHITE CORN FLOUR, VEGETABLE OIL (PALM OLEIN), SEA SALT, FD&C YELLOW NO5 (TARTRAZINE), FD&C YELLOW NO 6 AND TBHQ AS ANTIOXIDANT.","WHITE CORN FLOUR, PALM OLEIN, SEA SALT, FD&C YELLOW NO5, FD&C YELLOW NO 6"
"PASTEURIZED WHOLE MILK, CHEESE CULTURE, SALT, ENZYMES, (ANNATTO IF COLORED), RED AND GREEN JALAPENO PEPPERS.","PASTEURIZED WHOLE MILK, CHEESE CULTURE, SALT, ENZYMES, GREEN JALAPENO PEPPERS"
"ANCHO CHILI, SESAME SEEDS, PEANUTS, PUMPKIN SEEDS, SALT, COCOA, TOASTED CORN GARLIC, CINNAMON, SUGAR, CANOLA OIL, AND SPICES. ALL NATURAL","ANCHO CHILI, SESAME SEEDS, PEANUTS, PUMPKIN SEEDS, SALT, COCOA, TOASTED CORN GARLIC, CINNAMON, SUGAR, CANOLA OIL"
"Tomatoes, fully cooked pulled white chicken (boneless, skinless white chicken, water, rice starch, vinegar, seasoning [maltodextrin, yeast extract, chicken stock, salt, flavors]), cooked pinto beans, whole eggs, tomatoes (ground tomatoes, tomato puree, salt), water, tortilla chips (whole grain corn treated with lime, vegetable oil [soybean and/or corn oil with TBHQ and citric acid for freshness], water), queso fresco cheese (pasteurized milk, cheese cultures, salt, enzymes), tomato juice, roasted corn.Contains 2% or less of onions, cilantro, spices, canola oil, salt, cornstarch, sugar, dried garlic, modified corn starch, citric acid (for freshness), xanthan gum, ancho chili, onion puree, cane syrup, garlic, sesame seeds.","Tomatoes, skinless white chicken, water, rice starch, vinegar, maltodextrin, yeast extract, chicken stock, salt, flavors, cooked pinto beans, whole eggs, ground tomatoes, tomato puree, salt, water, whole grain corn treated, lime, corn oil, TBHQ ,citric acid , water, pasteurized milk, cheese cultures, salt, enzymes, tomato juice, roasted corn, onions, cilantro, spices, canola oil, salt, cornstarch, sugar, dried garlic, modified corn starch, citric acid, xanthan gum, ancho chili, onion puree, cane syrup, garlic, sesame seeds"
"PEA PROTEIN CONCENTRATE, ORGANIC CANE SUGAR, MALTODEXTRIN, CONTAINS 2% OR LESS OF BROCCOLI POWDER, KALE POWDER, SPINACH POWDER, GUM ARABIC, RICE PROTEIN CONCENTRATE, STEVIA EXTRACT, SALT, SILICON DIOXIDE, NATURAL FLAVORS, MONK FRUIT EXTRACT, QUINOA POWDER, DRIED BLUEBERRY, CORN STARCH, BACILLUS SUBTILIS DE111 (CONTAINS RICE DEXTRIN), SUNFLOWER LECITHIN.","PEA PROTEIN CONCENTRATE, ORGANIC CANE SUGAR, MALTODEXTRIN,  BROCCOLI POWDER, KALE POWDER, SPINACH POWDER, GUM ARABIC, RICE PROTEIN CONCENTRATE, STEVIA EXTRACT, SALT, SILICON DIOXIDE, NATURAL FLAVORS, MONK FRUIT EXTRACT, QUINOA POWDER, DRIED BLUEBERRY, CORN STARCH, BACILLUS SUBTILIS DE111, RICE DEXTRIN, SUNFLOWER LECITHIN"
"MAYONNAISE (SOYBEAN OR CANOLA OIL, WHOLE EGGS, WATER, WHITE VINEGAR, EGG YOLK, SUGAR, SALT, SPICES, CALCIUM DISODIUM EDTA [TO PROTECT FLAVOR]), SOUR CREAM (WHOLE MILK, CREAM, NON-FAT DRY MILK, STABILIZER [MODIFIED FOOD STARCH, SODIUM PHOSPHATE, GUAR GUM, CARRAGEENAN, SODIUM CITRATE, LOCUST BEAN GUM]), BLUE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, NATAMYCIN TO PROTECT FLAVOR), CIDER VINEGAR, SOYBEAN OIL OR CANOLA OIL, PARMESAN CHEESE (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, SORBIC ACID TO PROTECT FLAVOR), DEHYDRATED GARLIC, XANTHAN GUM.","CANOLA OIL, WHOLE EGGS, WATER, WHITE VINEGAR, EGG YOLK, SUGAR, SALT, SPICES, CALCIUM DISODIUM EDTA, WHOLE MILK, CREAM, NON-FAT DRY MILK, MODIFIED FOOD STARCH, SODIUM PHOSPHATE, GUAR GUM, CARRAGEENAN, SODIUM CITRATE, LOCUST BEAN GUM, PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, NATAMYCIN, CIDER VINEGAR, SOYBEAN OIL, CANOLA OIL, PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, SORBIC ACID, DEHYDRATED GARLIC, XANTHAN GUM"
"DUMPLING: FILLING (DARK MEAT CHICKEN, CABBAGE, SCALLIONS, WATER, CHILI PASTE [RED CHILI PEPPERS, DISTILLED VINEGAR, GARLIC, SALT], SUGAR, LESS THAN 2% OF: GARLIC, GINGER, SOY SAUCE [WATER, WHEAT, SOYBEANS, SALT], RICE VINEGAR, CORN STARCH, DISTILLED VINEGAR, CITRUS FLOUR, SALT, SPICE), WRAPPER (ENRICHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, SALT, DRIED EGGS)). SAUCE: SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT, ETHYL ALCOHOL*), WATER, DISTILLED VINEGAR, SUGAR, CHILI PASTE (RED CHILI PEPPERS, DISTILLED VINEGAR, GARLIC, SALT), SESAME SEED OIL, CORN STARCH, SPICE.","DARK MEAT CHICKEN, CABBAGE, SCALLIONS, WATER, RED CHILI PEPPERS, DISTILLED VINEGAR, GARLIC, SALT, SUGAR, GARLIC, WATER, WHEAT, SOYBEANS, SALT, RICE VINEGAR, CORN STARCH, DISTILLED VINEGAR, CITRUS FLOUR, SALT, SPICE, WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, SALT, DRIED EGGS, WATER, WHEAT, SOYBEANS, SALT, ETHYL ALCOHOL, WATER, DISTILLED VINEGAR, SUGAR, RED CHILI PEPPERS, DISTILLED VINEGAR, GARLIC, SALT, SESAME SEED OIL, CORN STARCH, SPICE"
"APPLE JUICE. SOY SAUCE (WATER, WHEAT, SOYBEANS, SEA SALT), WATER, BALSAMIC VINEGAR, TOMATO PUREE, WORCESTERSHIRE SAUCE (DISTILLED WITHE VINEGAR, MOLASSES, SUGAR, WATER, SALT, ONION, ANCHOVIES, GARLIC, CLOVES, TAMARIND EXTRACT, NATURAL FLAVORINGS, CHILI PEPPER EXTRACT), CONTAINS 2% OR LESS VINEGAR, SALT, MODIFIED CORN STARCH, CHILI POWDER, CHIPOTLE CHILI PEPPERS, SPICE, SUGAR, GARLIC POWDER, XANTHAN GUM.","APPLE JUICE, WATER, WHEAT, SOYBEANS, SEA SALT, WATER, BALSAMIC VINEGAR, TOMATO PUREE, DISTILLED WITHE VINEGAR, MOLASSES, SUGAR, WATER, SALT, ONION, ANCHOVIES, GARLIC, CLOVES, TAMARIND EXTRACT, NATURAL FLAVORINGS, CHILI PEPPER EXTRACT,  VINEGAR, SALT, MODIFIED CORN STARCH, CHILI POWDER, CHIPOTLE CHILI PEPPERS, SPICE, SUGAR, GARLIC POWDER, XANTHAN GUM"
"SPARKLING FILTERED WATER (SUFFICIENT TO RECONSTITUTE), ORGANIC PEAR JUICE CONCENTRATE, ORGANIC NATURAL FLAVOR.","SPARKLING FILTERED WATER, ORGANIC PEAR JUICE CONCENTRATE, ORGANIC NATURAL FLAVOR"
"POTATOES, VEGETABLE OIL (SUNFLOWER, COTTONSEED, SOYBEAN AND/OR CANOLA), SALT, YELLOW CORN FLOUR, DEXTROSE, DISODIUM DIHYDROGEN PYROPHOSPHATE (TO RETAIN NATURAL COLOR), DEHYDRATED ONION, SODIUM SULFATE, NATURAL FLAVORING.","POTATOES, SUNFLOWER, COTTONSEED, SOYBEAN, CANOLA, SALT, YELLOW CORN FLOUR, DEXTROSE, DISODIUM DIHYDROGEN PYROPHOSPHATE, DEHYDRATED ONION, SODIUM SULFATE, NATURAL FLAVORING"
"WHITE CHOCOLATE (SUGAR, COCOA BUTTER, WHOLE MILK POWDER, SOY LECITHIN, NATURAL VANILLA FLAVOR), MILK CHOCOLATE (SUGAR, COCOA BUTTER, MILK, CHOCOLATE LIQUOR, NONFAT MILK, SOY LECITHIN, VANILLIN), NATURAL BANANA FLAVOR, ARTIFICIAL COLOR (FRACTIONATED COCONUT OIL, YELLOW 5 LAKE, YELLOW 6 LAKE, LECITHIN).","SUGAR, COCOA BUTTER, WHOLE MILK POWDER, SOY LECITHIN, NATURAL VANILLA FLAVOR, MILK SUGAR, COCOA BUTTER, MILK, CHOCOLATE LIQUOR, NONFAT MILK, SOY LECITHIN, VANILLIN, NATURAL BANANA FLAVOR, ARTIFICIAL COLOR , FRACTIONATED COCONUT OIL, YELLOW 5 LAKE, YELLOW 6 LAKE, LECITHIN"
"APPLE JUICE, WATER, WHEAT, SOYBEANS, SEA SALT, WATER, BALSAMIC VINEGAR, TOMATO PUREE, DISTILLED WITHE VINEGAR, MOLASSES, SUGAR, WATER, SALT, ONION, ANCHOVIES, GARLIC, CLOVES, TAMARIND EXTRACT, NATURAL FLAVORINGS, CHILI PEPPER EXTRACT, VINEGAR, SALT, MODIFIED CORN STARCH, CHILI POWDER, CHIPOTLE CHILI PEPPERS, SPICE, SUGAR, GARLIC POWDER, XANTHAN GUM","APPLE JUICE, WATER, WHEAT, SOYBEANS, SEA SALT, WATER, BALSAMIC VINEGAR, TOMATO PUREE, DISTILLED WITHE VINEGAR, MOLASSES, SUGAR, WATER, SALT, ONION, ANCHOVIES, GARLIC, CLOVES, TAMARIND EXTRACT, NATURAL FLAVORINGS, CHILI PEPPER EXTRACT, VINEGAR, SALT, MODIFIED CORN STARCH, CHILI POWDER, CHIPOTLE CHILI PEPPERS, SPICE, SUGAR, GARLIC POWDER, XANTHAN GUM"
"INGREDIENTS : enriched WHEAT flour (WHEAT flour, malted BARLEY flour, niacin, iron,thiamin mononitrate, riboflavin, folic acid), BUTTER 25,91%, sugar,palmfat, EGG, invert sugar syrup, salt","WHEAT flour, malted BARLEY flour, niacin, iron,thiamin mononitrate, riboflavin, folic acid, BUTTER, sugar,palmfat, EGG, invert sugar syrup, salt"
"APPLES, PEARS, LEMONS, PUMPKIN, STRAWBERRIES, BLACK CARROT EXTRACT, SPIRULINA","APPLES, PEARS, LEMONS, PUMPKIN, STRAWBERRIES, BLACK CARROT EXTRACT, SPIRULINA"
"GARLIC (GARLIC, WATER, CITRIC ACID), SEA SALT, SPICES INCLUDING BLACK PEPPER AND PAPRIKA, SUN-DRIED TOMATOES, DEHYDRATED ONION, SUGAR, DEHYDRATED GREEN AND RED BELL PEPPERS.","GARLIC, WATER, CITRIC ACID, SEA SALT, BLACK PEPPER, PAPRIKA, SUN-DRIED TOMATOES, DEHYDRATED ONION, SUGAR, DEHYDRATED GREEN, RED BELL PEPPERS"
"SKIM MILK, MILK, SUGAR, CREAM, INULIN EGG YOLKS, NATURAL FLAVORS (WITH VANILLA EXTRACT) VANILLA BEAN SPECS, CAROB BEAN GUM, CULTURES.","SKIM MILK, MILK, SUGAR, CREAM, INULIN EGG YOLKS, NATURAL FLAVORS, VANILLA EXTRACT, VANILLA BEAN SPECS, CAROB BEAN GUM, CULTURES"
"HIGH FRUCTOSE CORN SYRUP, DISTILLED VINEGAR, TOMATO PASTE, CHIPOTLE PEPPER SAUCE (RED JALAPENO PEPPERS, VINEGAR, SUGAR, SALT, ONIONS), MODIFIED FOOD STARCH, CONTAINS LESS THAN 2% OF: HONEY, SALT, WORCESTERSHIRE CONCENTRATE (VINEGAR, MOLASSES, CORN SYRUP, WATER, SALT, CARAMEL COLOR, GARLIC POWDER, SUGAR, SPICES, TAMARIND, NATURAL FLAVOR), PINEAPPLE JUICE CONCENTRATE, SPICE, NATURAL SMOKE FLAVOR, CARAMEL COLOR, SODIUM BENZOATE AS A PRESERVATIVE, RED BELL PEPPER,* NATURAL FLAVOR, GARLIC.*","HIGH FRUCTOSE CORN SYRUP, DISTILLED VINEGAR, TOMATO PASTE, RED JALAPENO PEPPERS, VINEGAR, SUGAR, SALT, ONIONS, MODIFIED FOOD STARCH, HONEY, SALT, VINEGAR, MOLASSES, CORN SYRUP, WATER, SALT, CARAMEL COLOR, GARLIC POWDER, SUGAR, SPICES, TAMARIND, NATURAL FLAVOR, PINEAPPLE JUICE CONCENTRATE, SPICE, NATURAL SMOKE FLAVOR, CARAMEL COLOR, SODIUM BENZOATE AS A PRESERVATIVE, RED BELL PEPPER, NATURAL FLAVOR, GARLIC"
"COOKIES (WHEAT FLOUR, SUGAR, BUTTER [MILK], LIQUID WHOLE EGGS, SHORTENING [PALM OIL, SOYBEAN OIL], BAKING POWDER, ARTIFICIAL FLAVOR, SALT), ICING (ICING SUGAR, GRANULATED SUGAR, WATER, MERINGUE POWDER [SUGAR, CORN SYRUP SOLIDS, DRIED EGG WHITES, GUM ARABIC, CALCIUM LACTATE, LACTIC ACID, SODIUM ALUMINUM SULPHATE, CREAM OF TARTAR, CITRIC ACID, ARTIFICIAL FLAVOR, XANTHAN GUM], COLOR [WATER, SUGAR, FD&C RED #3, FD&C RED #40, FD&C YELLOW #5, FD&C YELLOW #6,FD&C BLUE #1, FD&C BLUE #2, MODIFIED CORN STARCH, LOCUST BEAN GUM, CITRIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES]).","WHEAT FLOUR, SUGAR, BUTTER, LIQUID WHOLE EGGS, PALM OIL, SOYBEAN OIL, BAKING POWDER, ARTIFICIAL FLAVOR, SALT, ICING SUGAR, GRANULATED SUGAR, WATER, SUGAR, CORN SYRUP SOLIDS, DRIED EGG WHITES, GUM ARABIC, CALCIUM LACTATE, LACTIC ACID, SODIUM ALUMINUM SULPHATE, CREAM OF TARTAR, CITRIC ACID, ARTIFICIAL FLAVOR, XANTHAN GUM, WATER, SUGAR, FD&C RED #3, FD&C RED #40, FD&C YELLOW #5, FD&C YELLOW #6,FD&C BLUE #1, FD&C BLUE #2, MODIFIED CORN STARCH, LOCUST BEAN GUM, CITRIC ACID, SODIUM BENZOATE, POTASSIUM SORBATE"
"BEEF, BROWN SUGAR, TERIYAKI SAUCE (SOY SAUCE [WATER, WHEAT, SOYBEANS, SALT], WINE, SUGAR, WATER, VINEGAR, SALT, ONION POWDER, SPICE EXTRACTIVES, SUCCINIC ACID, GARLIC POWDER), WATER, LESS THAN 2% OF: HONEY, VINEGAR, SALT,NATURAL FLAVORS, PINEAPPLE JUICECONCENTRATE, SODIUM NITRITE.","BEEF, BROWN SUGAR, WATER, WHEAT, SOYBEANS, SALT, WINE, SUGAR, WATER, VINEGAR, SALT, ONION POWDER, SPICE EXTRACTIVES, SUCCINIC ACID, GARLIC POWDER, WATER, HONEY, VINEGAR, SALT,NATURAL FLAVORS, PINEAPPLE JUICECONCENTRATE, SODIUM NITRITE"
"PEANUTS, VEGETABLE OIL (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: PEANUT, CANOLA, SUNFLOWER AND/OR SOYBEAN OIL), SALT.","PEANUTS, VEGETABLE OIL,PEANUT, CANOLA,SOYBEAN OIL, SALT"
"GREEN TEA, SPEARMINT, LEMON GRASS, BLACKBERRY LEAF AND ROSEHIPS, NATURAL JASMINE AND NATURAL LEMON FLAVORS.","GREEN TEA, SPEARMINT, LEMON GRASS, BLACKBERRY LEAF, ROSEHIPS, NATURAL JASMINE, NATURAL LEMON FLAVORS"
Amberjack,Amberjack
"Carbonated Water, Natural Flavor, Citric Acid, Green Tea, Sodium Hexametaphosphate (to Protect Flavor), Ascorbic Acid (to Protect Flavor), Phosphoric Acid, Aspartame, Potassium Sorbate (Preserves Freshness), Acesulfame Potassium, Pectin, Calcium Disodium EDTA (to Protect Flavor), Caramel Color, Yellow 5, Blue 1.","Carbonated Water, Natural Flavor, Citric Acid, Green Tea, Sodium Hexametaphosphate, Ascorbic Acid , Phosphoric Acid, Aspartame, Potassium Sorbate, Acesulfame Potassium, Pectin, Calcium Disodium EDTA, Caramel Color, Yellow 5, Blue 1"
"FIG SPREAD. INGREDIENTS: INGREDIENTS: BLACK BIG FROM SPAIN 61%, SUGAR, MACADAMIA NUT FROM AUSTRALIA 7% LEMON JUICE AND ALLSPICE 0,5%.","BLACK BIG FROM SPAIN, SUGAR, MACADAMIA NUT, LEMON JUICE, ALLSPICE"
"ORGANIC SUNFLOWER SEED BUTTER, ORGANIC BROWN RICE PROTEIN, ORGANIC CRISPY BROWN RICE, ORGANIC RICE BRAN, ORGANIC BLUE AMBER AGAVE, ORGANIC PEA FIBER, ORGANIC CARMEL CONCENTRATE, ORGANIC CINNAMON CONCENTRATE, MONK FRUIT EXTRACT.","ORGANIC SUNFLOWER SEED BUTTER, ORGANIC BROWN RICE PROTEIN, ORGANIC CRISPY BROWN RICE, ORGANIC RICE BRAN, ORGANIC BLUE AMBER AGAVE, ORGANIC PEA FIBER, ORGANIC CARMEL CONCENTRATE, ORGANIC CINNAMON CONCENTRATE, MONK FRUIT EXTRACT"
"ORGANIC STRAWBERRIES, ORGANIC MANGO AND ORGANIC PINEAPPLE.","ORGANIC STRAWBERRIES, ORGANIC MANGO, ORGANIC PINEAPPLE"
"SUNFLOWER SEEDS, GLUTEN FREE OATS*, FLAX SEEDS, SESAME SEEDS, CORN FLOUR, CANOLA OIL, DRIED ONION, DRIED GARLIC, SALT, POTATO FIBER, WATER.","SUNFLOWER SEEDS, GLUTEN FREE OATS, FLAX SEEDS, SESAME SEEDS, CORN FLOUR, CANOLA OIL, DRIED ONION, DRIED GARLIC, SALT, POTATO FIBER, WATER"
"MALTODEXTRIN, XANTHAN GUM, POTASSIUM CHLORIDE.","MALTODEXTRIN, XANTHAN GUM, POTASSIUM CHLORIDE"
"MILK CHOCOLATE (SUGAR, WHOLE MILK, COCOA BUTTER, CHOCOLATE LIQUOR, SOY LECITHIN, NATURAL FLAVOR), BUTTER TOFFEE ALMONDS (SUGAR, ALMONDS, CONTAINS LESS THAN 2% OF THE FOLLOWING: BUTTER [CREAM [MILK], SALT], SALT, SOY LECITHIN), SUGAR, CORN STARCH.","SUGAR, WHOLE MILK, COCOA BUTTER, CHOCOLATE LIQUOR, SOY LECITHIN, NATURAL FLAVOR, SUGAR, ALMONDS, BUTTER, SALT, SOY LECITHIN, SUGAR, CORN STARCH"
"COOKED ENRICHED MACARONI PRODUCT (WATER, DURUM SEMOLINA [ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID]), WATER, HALF & HALF (MILK, CREAM), COOKED WHITE CHICKEN (CHICKEN BREAST WITH RIB MEAT, WATER, SOY PROTEIN ISOLATE, 2% OR LESS OF SALT, SODIUM PHOSPHATE, MODIFIED FOOD STARCH, MALTODEXTRIN AND NATURAL FLAVOR), LESS THAN 2% OF SPINACH, GRATED CHEESE BLEND (PARMESAN AND ASIAGO CHEESES [CULTURED MILK, SALT, ENZYMES], NATURAL FLAVOR, CELLULOSE, SALT), MODIFIED FOOD STARCH, CHICKEN BASE (CHICKEN MEAT AND CONCENTRATED CHICKEN STOCK, SALT, SUGAR, DRIED WHEY, RENDERED CHICKEN FAT, CORN SYRUP SOLIDS, YEAST EXTRACT, NATURAL FLAVOR, CITRIC ACID, EXTRACTIVES OF TURMERIC), ROAST CHICKEN FLAVOR (NATURAL FLAVOR [CONTAINS WHEAT, SOYBEANS AND MILK], AUTOLYZED YEAST EXTRACT, YEAST EXTRACT, SALT, CHICKEN POWDER, CHICKEN BROTH POWDER, CHICKEN FAT, GUM ARABIC, ONION POWDER), CANOLA OIL, SALT, CHEESE FLAVOR (PARMESAN CHEESE [PASTEURIZED MILK, CULTURES, SALT, ENZYMES), WATER, SALT, DISODIUM PHOSPHATE, SODIUM CITRATE), XANTHAN GUM, SPICES, GRANULATED GARLIC.","WATER, ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER,MILK,CREAM, CHICKEN BREAST WITH RIB MEAT, WATER, SOY PROTEIN ISOLATE, SALT, SODIUM PHOSPHATE, MODIFIED FOOD STARCH, MALTODEXTRIN, NATURAL FLAVOR, SPINACH, PARMESAN, CULTURED MILK, SALT, ENZYMES, NATURAL FLAVOR, CELLULOSE, SALT, MODIFIED FOOD STARCH, CHICKEN MEAT, CONCENTRATED CHICKEN STOCK, SALT, SUGAR, DRIED WHEY, RENDERED CHICKEN FAT, CORN SYRUP SOLIDS, YEAST EXTRACT, NATURAL FLAVOR, CITRIC ACID, TURMERIC, WHEAT, SOYBEANS, MILK, AUTOLYZED YEAST EXTRACT, YEAST EXTRACT, SALT, CHICKEN POWDER, CHICKEN BROTH POWDER, CHICKEN FAT, GUM ARABIC, ONION POWDER, CANOLA OIL, SALT, PASTEURIZED MILK, CULTURES, SALT, ENZYMES, WATER, SALT, DISODIUM PHOSPHATE, SODIUM CITRATE, XANTHAN GUM, SPICES, GRANULATED GARLIC"
"FILTERED WATER, ORGANIC COCONUT MILK (ORGANIC COCONUT, WATER), ORGANIC SWEET POTATOES, ORGANIC CARROTS, ORGANIC TOFU (FILTERED WATER, ORGANIC SOYBEANS, MAGNESIUM CHLORIDE), ORGANIC GREEN BEANS, ORGANIC SAUTED ONIONS (ORGANIC ONIONS, ORGANIC SUNFLOWER OIL), ORGANIC SHIITAKE MUSHROOMS, ORGANIC TAMARI (WATER, ORGANIC SOYBEANS, ORGANIC ALCOHOL [TO PRESERVE FRESHNESS], SALT), SPICES, SEA SALT, GALANGAL, ORGANIC CANE SUGAR, LIME LEAF, ORGANIC CORNSTARCH, LEMONGRASS TEA (FILTERED WATER, LEMONGRASS), ORGANIC GARLIC, SHALLOTS, ORGANIC HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, BLACK PEPPER, ORANGE PEEL.",
"*GARLIC, SALT, SPICES (ROSEMARY, OREGANO, THYME, BLACK PEPPER, PARSLEY), CANOLA OIL (ANTICAKING).",
"MILKFAT AND NONFAT MILK, SUGAR, CORN SYRUP, SWEETCREAM BUTTERMILK, CONTAINS LESS THAN 2% OF COCOA PROCESSED WITH ALKALI, WHEY, MONO AND DIGLYCERIDES, GUAR GUM, CELLULOSE GUM, CARRAGEENAN, VITAMIN A PALMITATE, ARTIFICIAL FLAVOR, ANNATTO (COLOR).",
"APPLES, ORGANIC CANE SUGAR, ORGANIC FLAVORS, SEA SALT",
"ORGANIC GLUTEN FREE ROLLED OATS, ORGANIC AGAVE SYRUP, ORGANIC PRUNE PASTE, ORGANIC AGAVE INULIN, ORGANIC MILLED FLAX SEED, ORGANIC RAISINS (ORGANIC RAISINS, ORGANIC SUNFLOWER OIL), ORGANIC WHOLE GRAIN CRISPY RICE (ORGANIC WHOLE GRAIN BROWN RICE FLOUR, CALCIUM CARBONATE), ORGANIC CARROT POWDER, VITAMIN AND MINERAL BLEND (CALCIUM CARBONATE, CHOLINE BITARTRATE), ORGANIC VEGETABLE GLYCERIN, ORGANIC VANILLA EXTRACT, BAKING POWDER (ORGANIC GRAPE JUICE CONCENTRATE EXTRACTS, ORGANIC CORN STARCH, SODIUM BICARBONATE (FOR LEAVENING)), DHA ALGAL OIL, ORGANIC GROUND CINNAMON, MIXED TOCOPHEROLS (TO PRESERVE FRESHNESS).",
"A BLEND OF SALT, GARLIC AND CALCIUM STEARATE ADDED TO PREVENT CAKING.",
